943,YYXHYYYYXY,383
944,OVIMLVGVHV,340
945,LYYKLXKYXK,358
946,FBAVAOFVAO,358
947,AAAJKHPAPA,358
948,DDGDQLLDWQ,350
949,OOOWOOOPWO,381
950,YNMMMQQMMX,358
951,LLWLCBLBPB,349
952,OJPJLLOFFX,347
953,XXXXXXWLXH,386
954,FFAFGAPGCF,350
955,JJJJJJYNDL,378
956,VQWVQWVHQW,366
957,HHYYYYGJME,354
958,EERRRJRFBB,353
959,MUMUURUERW,354
960,IDTHTUEMXE,336
961,TTOBSTIBVT,345
962,HHHHSHJSVB,360
963,VSSKSSKKSR,366
964,TTTTVPTTPV,375
965,YFFLFULUUK,350
966,AAAAESREEN,358
967,GGMGGKPGUD,350
968,VFBBVBVVBW,361
969,OOOKCOOOOK,391
970,URRBRPBPRM,351
971,QPPWNWHDWW,345
972,GGGGCSMGGG,380
973,CCCYACRCHE,350
974,KGIJKKIKGX,354
975,ACFXAABSQC,340
976,OOLOOYOOYO,381
977,UJUJJAAYUD,353
978,WWEWMFWWTN,350
979,OOIOGCGYCO,350
980,MMMODYSYOX,349
981,BBBVYBVLIA,352
982,IFFFAVFFBX,353
983,KKKYGKAYCH,349
984,DGFGGISJFU,341
985,JCOOTOOOBY,353
986,CCKCCBABWC,354
987,WPOPFWKPWP,353
988,KKKKHLAPCH,353
989,UUPUDUUACO,350
990,WWEOOQQOQH,353
991,CJJHRFBLJC,340
992,CCXXCCCXCN,376
993,HHHSHUSHIK,358
994,AJJAJIAKAI,357
995,MMMBMVJLBL,353
996,DDDDDDDDDD,472
997,JJJYPYIGYJ,352
998,WNFFWFWKWF,361
999,XXMOJJXLUY,341

N,Number of runs,Min,Max,Average
10,1000,331,472,358.273
